data,valor
01/01/2016,0.0005200886214598022
04/01/2016,0.0005200886214598022
05/01/2016,0.0005200886214598022
06/01/2016,0.0005200886214598022
07/01/2016,0.0005200886214598022
08/01/2016,0.0005200886214598022
11/01/2016,0.0005200886214598022
12/01/2016,0.0005200886214598022
13/01/2016,0.0005200886214598022
14/01/2016,0.0005200886214598022
15/01/2016,0.0005200886214598022
18/01/2016,0.0005200886214598022
19/01/2016,0.0005200886214598022
20/01/2016,0.0005200886214598022
21/01/2016,0.0005200886214598022
22/01/2016,0.0005200886214598022
25/01/2016,0.0005200886214598022
26/01/2016,0.0005200886214598022
27/01/2016,0.0005200886214598022
28/01/2016,0.0005200886214598022
29/01/2016,0.0005200886214598022
01/02/2016,0.0005200886214598022
02/02/2016,0.0005200886214598022
03/02/2016,0.0005200886214598022
04/02/2016,0.0005200886214598022
05/02/2016,0.0005200886214598022
08/02/2016,0.0005200886214598022
09/02/2016,0.0005200886214598022
10/02/2016,0.0005200886214598022
11/02/2016,0.0005200886214598022
12/02/2016,0.0005200886214598022
15/02/2016,0.0005200886214598022
16/02/2016,0.0005200886214598022
17/02/2016,0.0005200886214598022
18/02/2016,0.0005200886214598022
19/02/2016,0.0005200886214598022
22/02/2016,0.0005200886214598022
23/02/2016,0.0005200886214598022
24/02/2016,0.0005200886214598022
25/02/2016,0.0005200886214598022
26/02/2016,0.0005200886214598022
29/02/2016,0.0005200886214598022
01/03/2016,0.0005200886214598022
02/03/2016,0.0005200886214598022
03/03/2016,0.0005200886214598022
04/03/2016,0.0005200886214598022
07/03/2016,0.0005200886214598022
08/03/2016,0.0005200886214598022
09/03/2016,0.0005200886214598022
10/03/2016,0.0005200886214598022
11/03/2016,0.0005200886214598022
14/03/2016,0.0005200886214598022
15/03/2016,0.0005200886214598022
16/03/2016,0.0005200886214598022
17/03/2016,0.0005200886214598022
18/03/2016,0.0005200886214598022
21/03/2016,0.0005200886214598022
22/03/2016,0.0005200886214598022
23/03/2016,0.0005200886214598022
24/03/2016,0.0005200886214598022
25/03/2016,0.0005200886214598022
28/03/2016,0.0005200886214598022
29/03/2016,0.0005200886214598022
30/03/2016,0.0005200886214598022
31/03/2016,0.0005200886214598022
01/04/2016,0.0005200886214598022
04/04/2016,0.0005200886214598022
05/04/2016,0.0005200886214598022
06/04/2016,0.0005200886214598022
07/04/2016,0.0005200886214598022
08/04/2016,0.0005200886214598022
